ShipmentItem,Shipment,Item,OrderItem,Date,Stock
200172-2,200172,2,100323-2,1/23/2023,S0214
200172-3,200172,3,100323-3,1/23/2023,S0263
200172-4,200172,4,100323-4,1/23/2023,S0564
200172-5,200172,5,100323-5,1/23/2023,S0413
200173-1,200173,1,100324-1,9/16/2024,S0135
200173-2,200173,2,100324-2,9/16/2024,S0625
200173-3,200173,3,100324-3,9/16/2024,S0488
200173-4,200173,4,100324-4,9/16/2024,S0105
200174-1,200174,1,100325-1,10/23/2024,S0175
200174-2,200174,2,100325-2,10/23/2024,S0150
200175-1,200175,1,100327-1,11/7/2024,S0150
200175-2,200175,2,100327-2,11/7/2024,S0200
200175-3,200175,3,100327-3,11/7/2024,S0163
200175-4,200175,4,100327-4,11/7/2024,S0447
200176-1,200176,1,100328-1,2/18/2025,S0062
200176-2,200176,2,100328-2,2/18/2025,S0229
200176-3,200176,3,100328-3,2/18/2025,S0505
200176-4,200176,4,100328-4,2/18/2025,S0281
200177-1,200177,1,100329-1,4/18/2024,S0357
200177-2,200177,2,100329-2,4/18/2024,S0017
200177-3,200177,3,100329-3,4/18/2024,S0619
200177-4,200177,4,100329-4,4/18/2024,S0479
200178-1,200178,1,100331-1,7/27/2022,S0475
200178-2,200178,2,100331-2,7/27/2022,S0407
200178-3,200178,3,100331-3,7/27/2022,S0223
200178-4,200178,4,100331-4,7/27/2022,S0253
200178-5,200178,5,100331-5,7/27/2022,S0033
200179-1,200179,1,100333-1,11/30/2022,S0310
200180-1,200180,1,100335-1,6/6/2025,S0150
200180-2,200180,2,100335-2,6/6/2025,S0064
200180-3,200180,3,100335-3,6/6/2025,S0555
200181-1,200181,1,100336-1,2/16/2025,S0265
200181-2,200181,2,100336-2,2/16/2025,S0373
200182-1,200182,1,100338-1,6/26/2022,S0394
200182-2,200182,2,100338-2,6/26/2022,S0035
200182-3,200182,3,100338-3,6/26/2022,S0368
200183-1,200183,1,100341-1,11/12/2024,S0117
200183-2,200183,2,100341-2,11/12/2024,S0241
200183-3,200183,3,100341-3,11/12/2024,S0494
200183-4,200183,4,100341-4,11/12/2024,S0223
200183-5,200183,5,100341-5,11/12/2024,S0334
200184-1,200184,1,100343-1,7/16/2022,S0193
200184-2,200184,2,100343-2,7/16/2022,S0060
200184-3,200184,3,100343-3,7/16/2022,S0221
200185-1,200185,1,100344-1,8/19/2025,S0403
200185-2,200185,2,100344-2,8/19/2025,S0396
200185-3,200185,3,100344-3,8/19/2025,S0459
200185-4,200185,4,100344-4,8/19/2025,S0234
200185-5,200185,5,100344-5,8/19/2025,S0257
200186-1,200186,1,100345-1,9/20/2025,S0500
200186-2,200186,2,100345-2,9/20/2025,S0321
200186-3,200186,3,100345-3,9/20/2025,S0222
200187-1,200187,1,100347-1,11/4/2022,S0243
200187-2,200187,2,100347-2,11/4/2022,S0418
200187-3,200187,3,100347-3,11/4/2022,S0205
200187-4,200187,4,100347-4,11/4/2022,S0031
200187-5,200187,5,100347-5,11/4/2022,S0256
200188-1,200188,1,100350-1,5/11/2022,S0120
200188-2,200188,2,100350-2,5/11/2022,S0562
200189-1,200189,1,100353-1,12/15/2024,S0283
200189-2,200189,2,100353-2,12/15/2024,S0433
200190-1,200190,1,100355-1,11/18/2024,S0571
200191-1,200191,1,100356-1,9/24/2024,S0546
200191-2,200191,2,100356-2,9/24/2024,S0033
200191-3,200191,3,100356-3,9/24/2024,S0320
200192-1,200192,1,100359-1,12/1/2025,S0376
200192-2,200192,2,100359-2,12/1/2025,S0546
200192-3,200192,3,100359-3,12/1/2025,S0438
200193-1,200193,1,100363-1,8/19/2025,S0506
200193-2,200193,2,100363-2,8/19/2025,S0494
200193-3,200193,3,100363-3,8/19/2025,S0307
200194-1,200194,1,100364-1,1/10/2024,S0132
200194-2,200194,2,100364-2,1/10/2024,S0039
200194-3,200194,3,100364-3,1/10/2024,S0025
200194-4,200194,4,100364-4,1/10/2024,S0460
200194-5,200194,5,100364-5,1/10/2024,S0376
200195-1,200195,1,100369-1,11/9/2025,S0538
200195-2,200195,2,100369-2,11/9/2025,S0581
200195-3,200195,3,100369-3,11/9/2025,S0189
200195-4,200195,4,100369-4,11/9/2025,S0543
200196-1,200196,1,100371-1,5/25/2025,S0260
200196-2,200196,2,100371-2,5/25/2025,S0384
200196-3,200196,3,100371-3,5/25/2025,S0020
200197-1,200197,1,100372-1,3/29/2025,S0431
200198-1,200198,1,100374-1,7/22/2023,S0252
200198-2,200198,2,100374-2,7/22/2023,S0097
200198-3,200198,3,100374-3,7/22/2023,S0410
200198-4,200198,4,100374-4,7/22/2023,S0008
200199-1,200199,1,100375-1,3/14/2022,S0214
200199-2,200199,2,100375-2,3/14/2022,S0504
200199-3,200199,3,100375-3,3/14/2022,S0497
200200-1,200200,1,100376-1,5/22/2025,S0084
200201-1,200201,1,100379-1,5/28/2023,S0246
200201-2,200201,2,100379-2,5/28/2023,S0006
200201-3,200201,3,100379-3,5/28/2023,S0083
200201-4,200201,4,100379-4,5/28/2023,S0385
200202-1,200202,1,100381-1,1/8/2024,S0135
200202-2,200202,2,100381-2,1/8/2024,S0547
200202-3,200202,3,100381-3,1/8/2024,S0206
200202-4,200202,4,100381-4,1/8/2024,S0440
200202-5,200202,5,100381-5,1/8/2024,S0621
200203-1,200203,1,100383-1,9/20/2024,S0605
200203-2,200203,2,100383-2,9/20/2024,S0517
200203-3,200203,3,100383-3,9/20/2024,S0608
200203-4,200203,4,100383-4,9/20/2024,S0203
200204-1,200204,1,100384-1,7/8/2022,S0230
200204-2,200204,2,100384-2,7/8/2022,S0385
200204-3,200204,3,100384-3,7/8/2022,S0429
200204-4,200204,4,100384-4,7/8/2022,S0281
200204-5,200204,5,100384-5,7/8/2022,S0181
200205-1,200205,1,100385-1,5/4/2025,S0447
200206-1,200206,1,100388-1,12/15/2023,S0350
200206-2,200206,2,100388-2,12/15/2023,S0060
200207-1,200207,1,100389-1,3/18/2023,S0591
200207-2,200207,2,100389-2,3/18/2023,S0460
200207-3,200207,3,100389-3,3/18/2023,S0180
200208-1,200208,1,100390-1,2/5/2025,S0573
200208-2,200208,2,100390-2,2/5/2025,S0538
200208-3,200208,3,100390-3,2/5/2025,S0103
200208-4,200208,4,100390-4,2/5/2025,S0155
200208-5,200208,5,100390-5,2/5/2025,S0044
200209-1,200209,1,100391-1,1/27/2024,S0111
200209-2,200209,2,100391-2,1/27/2024,S0497
200209-3,200209,3,100391-3,1/27/2024,S0212
200209-4,200209,4,100391-4,1/27/2024,S0549
200210-1,200210,1,100393-1,2/23/2023,S0349
200210-2,200210,2,100393-2,2/23/2023,S0143
200210-3,200210,3,100393-3,2/23/2023,S0296
200211-1,200211,1,100395-1,10/5/2025,S0159
200211-2,200211,2,100395-2,10/5/2025,S0549
200211-3,200211,3,100395-3,10/5/2025,S0061
200212-1,200212,1,100397-1,9/18/2023,S0517
200212-2,200212,2,100397-2,9/18/2023,S0308
200212-3,200212,3,100397-3,9/18/2023,S0020
200212-4,200212,4,100397-4,9/18/2023,S0613
200212-5,200212,5,100397-5,9/18/2023,S0318
200213-1,200213,1,100399-1,3/11/2024,S0503
200213-2,200213,2,100399-2,3/11/2024,S0213
200214-1,200214,1,100400-1,4/13/2022,S0184
200214-2,200214,2,100400-2,4/13/2022,S0069
200215-1,200215,1,100401-1,8/13/2024,S0339
200215-2,200215,2,100401-2,8/13/2024,S0190
200215-3,200215,3,100401-3,8/13/2024,S0581
200216-1,200216,1,100405-1,7/2/2023,S0044
200216-2,200216,2,100405-2,7/2/2023,S0215
200216-3,200216,3,100405-3,7/2/2023,S0080
200217-1,200217,1,100407-1,2/22/2022,S0078
200218-1,200218,1,100409-1,11/2/2025,S0496
200218-2,200218,2,100409-2,11/2/2025,S0544
200218-3,200218,3,100409-3,11/2/2025,S0230
200218-4,200218,4,100409-4,11/2/2025,S0035
200219-1,200219,1,100411-1,1/6/2024,S0200
200219-2,200219,2,100411-2,1/6/2024,S0566
200219-3,200219,3,100411-3,1/6/2024,S0251
200219-4,200219,4,100411-4,1/6/2024,S0194
200219-5,200219,5,100411-5,1/6/2024,S0082
200220-1,200220,1,100412-1,4/2/2022,S0062
200220-2,200220,2,100412-2,4/2/2022,S0479
200221-1,200221,1,100413-1,9/19/2022,S0055
200221-2,200221,2,100413-2,9/19/2022,S0480
200221-3,200221,3,100413-3,9/19/2022,S0599
200221-4,200221,4,100413-4,9/19/2022,S0591
200221-5,200221,5,100413-5,9/19/2022,S0081
200222-1,200222,1,100414-1,7/29/2025,S0048
200222-2,200222,2,100414-2,7/29/2025,S0062
200222-3,200222,3,100414-3,7/29/2025,S0141
200222-4,200222,4,100414-4,7/29/2025,S0235
200222-5,200222,5,100414-5,7/29/2025,S0325
200223-1,200223,1,100419-1,9/8/2023,S0388
200223-2,200223,2,100419-2,9/8/2023,S0239
200223-3,200223,3,100419-3,9/8/2023,S0317
200224-1,200224,1,100420-1,11/12/2025,S0094
200224-2,200224,2,100420-2,11/12/2025,S0603
200224-3,200224,3,100420-3,11/12/2025,S0447
200224-4,200224,4,100420-4,11/12/2025,S0287
200224-5,200224,5,100420-5,11/12/2025,S0058
200225-1,200225,1,100425-1,1/13/2025,S0241
200225-2,200225,2,100425-2,1/13/2025,S0349
200225-3,200225,3,100425-3,1/13/2025,S0395
200225-4,200225,4,100425-4,1/13/2025,S0002
200225-5,200225,5,100425-5,1/13/2025,S0360
200226-1,200226,1,100426-1,4/11/2023,S0263
200226-2,200226,2,100426-2,4/11/2023,S0081
200226-3,200226,3,100426-3,4/11/2023,S0242
200226-4,200226,4,100426-4,4/11/2023,S0580
200227-1,200227,1,100428-1,7/6/2025,S0323
200228-1,200228,1,100429-1,2/23/2024,S0038
200228-2,200228,2,100429-2,2/23/2024,S0141
200229-1,200229,1,100430-1,5/29/2023,S0289
200229-2,200229,2,100430-2,5/29/2023,S0333
200230-1,200230,1,100431-1,2/27/2023,S0432
200231-1,200231,1,100432-1,8/22/2024,S0134
200231-2,200231,2,100432-2,8/22/2024,S0004
200231-3,200231,3,100432-3,8/22/2024,S0080
200231-4,200231,4,100432-4,8/22/2024,S0500
200232-1,200232,1,100435-1,2/6/2023,S0046
200232-2,200232,2,100435-2,2/6/2023,S0377
200232-3,200232,3,100435-3,2/6/2023,S0411
200233-1,200233,1,100441-1,7/26/2023,S0356
200233-2,200233,2,100441-2,7/26/2023,S0030
200233-3,200233,3,100441-3,7/26/2023,S0112
200233-4,200233,4,100441-4,7/26/2023,S0580
200233-5,200233,5,100441-5,7/26/2023,S0259
200234-1,200234,1,100442-1,1/12/2024,S0506
200234-2,200234,2,100442-2,1/12/2024,S0379
200234-3,200234,3,100442-3,1/12/2024,S0176
200234-4,200234,4,100442-4,1/12/2024,S0499
200234-5,200234,5,100442-5,1/12/2024,S0613
200235-1,200235,1,100443-1,1/7/2023,S0327
200235-2,200235,2,100443-2,1/7/2023,S0006
200236-1,200236,1,100445-1,6/6/2025,S0305
200237-1,200237,1,100448-1,7/19/2024,S0516
200237-2,200237,2,100448-2,7/19/2024,S0423
200237-3,200237,3,100448-3,7/19/2024,S0371
200238-1,200238,1,100449-1,5/27/2025,S0148
200238-2,200238,2,100449-2,5/27/2025,S0131
200239-1,200239,1,100453-1,9/23/2022,S0557
200239-2,200239,2,100453-2,9/23/2022,S0498
200239-3,200239,3,100453-3,9/23/2022,S0447
200239-4,200239,4,100453-4,9/23/2022,S0210
200239-5,200239,5,100453-5,9/23/2022,S0411
200240-1,200240,1,100454-1,12/1/2023,S0442
200240-2,200240,2,100454-2,12/1/2023,S0485
200241-1,200241,1,100455-1,6/25/2024,S0543
200241-2,200241,2,100455-2,6/25/2024,S0236
200241-3,200241,3,100455-3,6/25/2024,S0012
200241-4,200241,4,100455-4,6/25/2024,S0559
200242-1,200242,1,100457-1,4/13/2023,S0117
200242-2,200242,2,100457-2,4/13/2023,S0529
200242-3,200242,3,100457-3,4/13/2023,S0278
200242-4,200242,4,100457-4,4/13/2023,S0097
200243-1,200243,1,100459-1,6/9/2024,S0400
200243-2,200243,2,100459-2,6/9/2024,S0432
200243-3,200243,3,100459-3,6/9/2024,S0341
200243-4,200243,4,100459-4,6/9/2024,S0490
200244-1,200244,1,100460-1,9/4/2024,S0427
200244-2,200244,2,100460-2,9/4/2024,S0367
200244-3,200244,3,100460-3,9/4/2024,S0610
200244-4,200244,4,100460-4,9/4/2024,S0162
200244-5,200244,5,100460-5,9/4/2024,S0554
200245-1,200245,1,100461-1,10/3/2023,S0347
200246-1,200246,1,100462-1,10/30/2022,S0567
200246-2,200246,2,100462-2,10/30/2022,S0031
200247-1,200247,1,100467-1,11/17/2025,S0609
200247-2,200247,2,100467-2,11/17/2025,S0283
200247-3,200247,3,100467-3,11/17/2025,S0315
200247-4,200247,4,100467-4,11/17/2025,S0087
200247-5,200247,5,100467-5,11/17/2025,S0173
200248-1,200248,1,100469-1,4/14/2022,S0492
200248-2,200248,2,100469-2,4/14/2022,S0363
200248-3,200248,3,100469-3,4/14/2022,S0109
200249-1,200249,1,100471-1,1/23/2024,S0330
200249-2,200249,2,100471-2,1/23/2024,S0062
200250-1,200250,1,100473-1,5/11/2024,S0141
200250-2,200250,2,100473-2,5/11/2024,S0474
200251-1,200251,1,100474-1,10/23/2023,S0185
200251-2,200251,2,100474-2,10/23/2023,S0595
200252-1,200252,1,100475-1,9/4/2022,S0358
200252-2,200252,2,100475-2,9/4/2022,S0289
200252-3,200252,3,100475-3,9/4/2022,S0552
200252-4,200252,4,100475-4,9/4/2022,S0534
200253-1,200253,1,100476-1,5/24/2024,S0027
200253-2,200253,2,100476-2,5/24/2024,S0074
200254-1,200254,1,100479-1,8/5/2024,S0431
200254-2,200254,2,100479-2,8/5/2024,S0586
200255-1,200255,1,100481-1,9/13/2023,S0423
200255-2,200255,2,100481-2,9/13/2023,S0471
200255-3,200255,3,100481-3,9/13/2023,S0005
200255-4,200255,4,100481-4,9/13/2023,S0597
200255-5,200255,5,100481-5,9/13/2023,S0463
200256-1,200256,1,100482-1,11/8/2024,S0168
200256-2,200256,2,100482-2,11/8/2024,S0546
200256-3,200256,3,100482-3,11/8/2024,S0404
200257-1,200257,1,100484-1,4/17/2025,S0347
200258-1,200258,1,100487-1,2/4/2022,S0068
200258-2,200258,2,100487-2,2/4/2022,S0095
200258-3,200258,3,100487-3,2/4/2022,S0370
200258-4,200258,4,100487-4,2/4/2022,S0162
200258-5,200258,5,100487-5,2/4/2022,S0544
200259-1,200259,1,100490-1,4/5/2024,S0459
200259-2,200259,2,100490-2,4/5/2024,S0379
200259-3,200259,3,100490-3,4/5/2024,S0617
200259-4,200259,4,100490-4,4/5/2024,S0221
200259-5,200259,5,100490-5,4/5/2024,S0486
200260-1,200260,1,100492-1,11/4/2023,S0082
200260-2,200260,2,100492-2,11/4/2023,S0201
200260-3,200260,3,100492-3,11/4/2023,S0352
200260-4,200260,4,100492-4,11/4/2023,S0447
200260-5,200260,5,100492-5,11/4/2023,S0359
200261-1,200261,1,100493-1,9/29/2023,S0507
200261-2,200261,2,100493-2,9/29/2023,S0202
200261-3,200261,3,100493-3,9/29/2023,S0122
200262-1,200262,1,100495-1,7/15/2022,S0171
200262-2,200262,2,100495-2,7/15/2022,S0373
200262-3,200262,3,100495-3,7/15/2022,S0355
200262-4,200262,4,100495-4,7/15/2022,S0257
200263-1,200263,1,100496-1,1/25/2025,S0038
200263-2,200263,2,100496-2,1/25/2025,S0277
200263-3,200263,3,100496-3,1/25/2025,S0344
200263-4,200263,4,100496-4,1/25/2025,S0606
200263-5,200263,5,100496-5,1/25/2025,S0600
200264-1,200264,1,100497-1,5/17/2025,S0047
200264-2,200264,2,100497-2,5/17/2025,S0105
200264-3,200264,3,100497-3,5/17/2025,S0617
200264-4,200264,4,100497-4,5/17/2025,S0589
200265-1,200265,1,100500-1,5/25/2023,S0184
200265-2,200265,2,100500-2,5/25/2023,S0095
200265-3,200265,3,100500-3,5/25/2023,S0321
200265-4,200265,4,100500-4,5/25/2023,S0011
200266-1,200266,1,100501-1,5/8/2024,S0550
200267-1,200267,1,100502-1,7/12/2025,S0031
200267-2,200267,2,100502-2,7/12/2025,S0004
200267-3,200267,3,100502-3,7/12/2025,S0130
200267-4,200267,4,100502-4,7/12/2025,S0074
200268-1,200268,1,100512-1,1/18/2023,S0454
200268-2,200268,2,100512-2,1/18/2023,S0293
200268-3,200268,3,100512-3,1/18/2023,S0446
200268-4,200268,4,100512-4,1/18/2023,S0162
200268-5,200268,5,100512-5,1/18/2023,S0280
200269-1,200269,1,100517-1,11/1/2022,S0360
200269-2,200269,2,100517-2,11/1/2022,S0378
200269-3,200269,3,100517-3,11/1/2022,S0514
200269-4,200269,4,100517-4,11/1/2022,S0364
200269-5,200269,5,100517-5,11/1/2022,S0593
200270-1,200270,1,100523-1,4/20/2022,S0356
200270-2,200270,2,100523-2,4/20/2022,S0240
200270-3,200270,3,100523-3,4/20/2022,S0380
200271-1,200271,1,100524-1,8/27/2023,S0531
200271-2,200271,2,100524-2,8/27/2023,S0578
200271-3,200271,3,100524-3,8/27/2023,S0584
200271-4,200271,4,100524-4,8/27/2023,S0043
200272-1,200272,1,100525-1,8/20/2022,S0425
200272-2,200272,2,100525-2,8/20/2022,S0274
200272-3,200272,3,100525-3,8/20/2022,S0185
200272-4,200272,4,100525-4,8/20/2022,S0598
200272-5,200272,5,100525-5,8/20/2022,S0300
200273-1,200273,1,100526-1,4/14/2024,S0554
200273-2,200273,2,100526-2,4/14/2024,S0462
200273-3,200273,3,100526-3,4/14/2024,S0313
200273-4,200273,4,100526-4,4/14/2024,S0238
200274-1,200274,1,100539-1,7/24/2022,S0589
200274-2,200274,2,100539-2,7/24/2022,S0193
200274-3,200274,3,100539-3,7/24/2022,S0563
200275-1,200275,1,100540-1,12/5/2023,S0146
200275-2,200275,2,100540-2,12/5/2023,S0446
200275-3,200275,3,100540-3,12/5/2023,S0329
200275-4,200275,4,100540-4,12/5/2023,S0345
200275-5,200275,5,100540-5,12/5/2023,S0609
200276-1,200276,1,100544-1,11/6/2025,S0518
200277-1,200277,1,100546-1,12/8/2025,S0079
200277-2,200277,2,100546-2,12/8/2025,S0582
200277-3,200277,3,100546-3,12/8/2025,S0209
200277-4,200277,4,100546-4,12/8/2025,S0110
200277-5,200277,5,100546-5,12/8/2025,S0274
200278-1,200278,1,100547-1,1/18/2022,S0532
200279-1,200279,1,100550-1,3/9/2025,S0495
200279-2,200279,2,100550-2,3/9/2025,S0568
200279-3,200279,3,100550-3,3/9/2025,S0101
200279-4,200279,4,100550-4,3/9/2025,S0394
200279-5,200279,5,100550-5,3/9/2025,S0268
200280-1,200280,1,100551-1,6/29/2025,S0163
200280-2,200280,2,100551-2,6/29/2025,S0295
200280-3,200280,3,100551-3,6/29/2025,S0368
200280-4,200280,4,100551-4,6/29/2025,S0054
200280-5,200280,5,100551-5,6/29/2025,S0282
200281-1,200281,1,100552-1,8/20/2025,S0519
200281-2,200281,2,100552-2,8/20/2025,S0538
200281-3,200281,3,100552-3,8/20/2025,S0231
200282-1,200282,1,100555-1,3/29/2023,S0168
200283-1,200283,1,100558-1,9/1/2024,S0386
200283-2,200283,2,100558-2,9/1/2024,S0446
200283-3,200283,3,100558-3,9/1/2024,S0546
200283-4,200283,4,100558-4,9/1/2024,S0303
200284-1,200284,1,100559-1,12/11/2025,S0099
200285-1,200285,1,100561-1,6/1/2023,S0384
200285-2,200285,2,100561-2,6/1/2023,S0340
200285-3,200285,3,100561-3,6/1/2023,S0476
200285-4,200285,4,100561-4,6/1/2023,S0420
200286-1,200286,1,100563-1,12/12/2025,S0084
200286-2,200286,2,100563-2,12/12/2025,S0620
200286-3,200286,3,100563-3,12/12/2025,S0404
200287-1,200287,1,100566-1,11/27/2023,S0204
200287-2,200287,2,100566-2,11/27/2023,S0225
200287-3,200287,3,100566-3,11/27/2023,S0004
200287-4,200287,4,100566-4,11/27/2023,S0420
200287-5,200287,5,100566-5,11/27/2023,S0396
200288-1,200288,1,100569-1,10/25/2025,S0072
200288-2,200288,2,100569-2,10/25/2025,S0046
200289-1,200289,1,100570-1,4/11/2024,S0579
200289-2,200289,2,100570-2,4/11/2024,S0393
200289-3,200289,3,100570-3,4/11/2024,S0590
200290-1,200290,1,100571-1,5/8/2024,S0395
200291-1,200291,1,100572-1,8/29/2025,S0493
200291-2,200291,2,100572-2,8/29/2025,S0597
200291-3,200291,3,100572-3,8/29/2025,S0173
200291-4,200291,4,100572-4,8/29/2025,S0431
200292-1,200292,1,100573-1,8/4/2023,S0412
200293-1,200293,1,100574-1,2/21/2025,S0205
200293-2,200293,2,100574-2,2/21/2025,S0406
200294-1,200294,1,100576-1,11/11/2024,S0165
200294-2,200294,2,100576-2,11/11/2024,S0430
200294-3,200294,3,100576-3,11/11/2024,S0570
200294-4,200294,4,100576-4,11/11/2024,S0558
200294-5,200294,5,100576-5,11/11/2024,S0626
200295-1,200295,1,100579-1,8/21/2023,S0202
200296-1,200296,1,100580-1,7/14/2024,S0597
200296-2,200296,2,100580-2,7/14/2024,S0244
200296-3,200296,3,100580-3,7/14/2024,S0123
200297-1,200297,1,100581-1,3/17/2023,S0295
200297-2,200297,2,100581-2,3/17/2023,S0588
200297-3,200297,3,100581-3,3/17/2023,S0174
200297-4,200297,4,100581-4,3/17/2023,S0225
200298-1,200298,1,100584-1,11/2/2024,S0007
200298-2,200298,2,100584-2,11/2/2024,S0429
200298-3,200298,3,100584-3,11/2/2024,S0342
200298-4,200298,4,100584-4,11/2/2024,S0531
200298-5,200298,5,100584-5,11/2/2024,S0108
200299-1,200299,1,100586-1,10/14/2024,S0415
200299-2,200299,2,100586-2,10/14/2024,S0076
200299-3,200299,3,100586-3,10/14/2024,S0266
200299-4,200299,4,100586-4,10/14/2024,S0358
200299-5,200299,5,100586-5,10/14/2024,S0087
200300-1,200300,1,100587-1,5/24/2025,S0299
200300-2,200300,2,100587-2,5/24/2025,S0236
200300-3,200300,3,100587-3,5/24/2025,S0391
200300-4,200300,4,100587-4,5/24/2025,S0112
200300-5,200300,5,100587-5,5/24/2025,S0344
200301-1,200301,1,100588-1,9/15/2022,S0072
200301-2,200301,2,100588-2,9/15/2022,S0030
200301-3,200301,3,100588-3,9/15/2022,S0228
200301-4,200301,4,100588-4,9/15/2022,S0498
200302-1,200302,1,100590-1,5/4/2025,S0377
200302-2,200302,2,100590-2,5/4/2025,S0581
200302-3,200302,3,100590-3,5/4/2025,S0302
200303-1,200303,1,100593-1,5/9/2023,S0037
200303-2,200303,2,100593-2,5/9/2023,S0161
200303-3,200303,3,100593-3,5/9/2023,S0487
200303-4,200303,4,100593-4,5/9/2023,S0027
200304-1,200304,1,100594-1,9/30/2024,S0131
200304-2,200304,2,100594-2,9/30/2024,S0169
200304-3,200304,3,100594-3,9/30/2024,S0355
200304-4,200304,4,100594-4,9/30/2024,S0081
200305-1,200305,1,100595-1,2/17/2025,S0466
200306-1,200306,1,100596-1,2/26/2022,S0131
200306-2,200306,2,100596-2,2/26/2022,S0607
200306-3,200306,3,100596-3,2/26/2022,S0569
200306-4,200306,4,100596-4,2/26/2022,S0524
200307-1,200307,1,100597-1,10/21/2022,S0427
200307-2,200307,2,100597-2,10/21/2022,S0435
200307-3,200307,3,100597-3,10/21/2022,S0409
200307-4,200307,4,100597-4,10/21/2022,S0552
200308-1,200308,1,100599-1,3/11/2024,S0290
200308-2,200308,2,100599-2,3/11/2024,S0005
200309-1,200309,1,100600-1,1/20/2024,S0504
200309-2,200309,2,100600-2,1/20/2024,S0533
200310-1,200310,1,100601-1,11/29/2024,S0055
200310-2,200310,2,100601-2,11/29/2024,S0092
200311-1,200311,1,100603-1,3/6/2025,S0251
200311-2,200311,2,100603-2,3/6/2025,S0296
200312-1,200312,1,100604-1,5/31/2023,S0079
200313-1,200313,1,100606-1,7/14/2022,S0325
200313-2,200313,2,100606-2,7/14/2022,S0088
200313-3,200313,3,100606-3,7/14/2022,S0064
200314-1,200314,1,100608-1,7/31/2025,S0385
200314-2,200314,2,100608-2,7/31/2025,S0402
200314-3,200314,3,100608-3,7/31/2025,S0431
200314-4,200314,4,100608-4,7/31/2025,S0204
200315-1,200315,1,100609-1,10/4/2022,S0193
200315-2,200315,2,100609-2,10/4/2022,S0068
200315-3,200315,3,100609-3,10/4/2022,S0084
200315-4,200315,4,100609-4,10/4/2022,S0573
200315-5,200315,5,100609-5,10/4/2022,S0093
200316-1,200316,1,100611-1,4/7/2024,S0581
200316-2,200316,2,100611-2,4/7/2024,S0622
200317-1,200317,1,100612-1,11/16/2025,S0256
200317-2,200317,2,100612-2,11/16/2025,S0584
200317-3,200317,3,100612-3,11/16/2025,S0449
200317-4,200317,4,100612-4,11/16/2025,S0336
200318-1,200318,1,100616-1,5/3/2024,S0373
200318-2,200318,2,100616-2,5/3/2024,S0317
200318-3,200318,3,100616-3,5/3/2024,S0381
200319-1,200319,1,100617-1,9/7/2024,S0431
200319-2,200319,2,100617-2,9/7/2024,S0434
200319-3,200319,3,100617-3,9/7/2024,S0050
200319-4,200319,4,100617-4,9/7/2024,S0473
200319-5,200319,5,100617-5,9/7/2024,S0134
200320-1,200320,1,100618-1,8/29/2025,S0249
200321-1,200321,1,100619-1,6/30/2022,S0153
200321-2,200321,2,100619-2,6/30/2022,S0307
200321-3,200321,3,100619-3,6/30/2022,S0556
200321-4,200321,4,100619-4,6/30/2022,S0339
200321-5,200321,5,100619-5,6/30/2022,S0271
200322-1,200322,1,100622-1,3/10/2024,S0443
200322-2,200322,2,100622-2,3/10/2024,S0467
200322-3,200322,3,100622-3,3/10/2024,S0523
200323-1,200323,1,100623-1,10/2/2024,S0304
200323-2,200323,2,100623-2,10/2/2024,S0050
200324-1,200324,1,100624-1,3/27/2025,S0383
200324-2,200324,2,100624-2,3/27/2025,S0615
200324-3,200324,3,100624-3,3/27/2025,S0078
200325-1,200325,1,100629-1,3/13/2022,S0434
200325-2,200325,2,100629-2,3/13/2022,S0279
200325-3,200325,3,100629-3,3/13/2022,S0015
200325-4,200325,4,100629-4,3/13/2022,S0231
200325-5,200325,5,100629-5,3/13/2022,S0474
200326-1,200326,1,100631-1,5/5/2024,S0189
200326-2,200326,2,100631-2,5/5/2024,S0085
200326-3,200326,3,100631-3,5/5/2024,S0455
200326-4,200326,4,100631-4,5/5/2024,S0357
200327-1,200327,1,100639-1,4/6/2022,S0167
